rcdc_cso,year,INCa/INSERM/DGOS pubs,National Cancer Institute pubs,Cancer Research UK pubs,Wellcome Trust pubs,National Health and Medical Research Council pubs
"BREAST CANCER * 4. Early Detection, Diagnosis",2013,50.74642857142858,406.38571428571413,59.93333333333334,7.658333333333332,39.27976190476189
BREAST CANCER * 1. Biology,2011,49.05119047619048,419.95853174603116,40.496428571428574,8.18452380952381,48.12638888888892
BREAST CANCER * 5. Treatment,2016,49.04702380952383,165.6398809523809,21.801190476190477,4.972222222222222,41.25000000000001
DIGESTIVE DISEASES * 5. Treatment,2015,48.20555555555557,193.56509740259693,39.59642857142858,7.166666666666667,44.94583333333335
"RARE DISEASES * 4. Early Detection, Diagnosis",2010,47.70932539682541,173.6693001443002,27.35753968253967,0.8511904761904762,23.12896825396825
"BREAST CANCER * 4. Early Detection, Diagnosis",2014,47.52619047619047,404.2688492063491,38.028571428571425,7.488095238095237,51.9547619047619
DIGESTIVE DISEASES * 5. Treatment,2014,47.33214285714287,225.55726911976896,42.65000000000001,5.313492063492063,50.55932539682542
GENETICS * 5. Treatment,2014,47.05836940836941,407.5310698560687,43.009920634920654,9.29404761904762,78.76370157620158
RARE DISEASES * 1. Biology,2014,46.938528138528184,611.4946188071204,48.366684704184735,11.903968253968248,108.38553391053387
BIOTECHNOLOGY * 1. Biology,2012,43.81071428571427,641.3118978243986,60.24960317460319,17.45238095238095,101.45019841269843
BREAST CANCER * 1. Biology,2013,43.63888888888889,525.82619047619,37.96666666666667,14.65,69.4714285714286
DIGESTIVE DISEASES * 5. Treatment,2010,43.12619047619048,156.62321428571428,22.165079365079368,1.8749999999999998,17.106385281385275
RARE DISEASES * 1. Biology,2011,43.05456349206355,493.33607503607317,49.94365079365084,14.287499999999998,55.356782106782184
GENETICS * 2. Etiology,2013,42.930176767676784,790.0657869907963,68.7338980463981,35.8636904761905,173.15634920634898
"BREAST CANCER * 4. Early Detection, Diagnosis",2016,41.575,322.555357142857,27.52777777777778,5.055555555555555,32.391666666666666
GENETICS * 2. Etiology,2014,41.38221500721502,650.2700937950957,62.86289682539689,19.703174603174595,156.5998196248193
"GENETICS * 4. Early Detection, Diagnosis",2013,40.93591269841272,209.22168109668084,35.29242979242979,7.639285714285716,47.49285714285719
GENETICS * 5. Treatment,2012,39.847023809523826,439.13401875901747,60.24166666666671,6.834523809523809,63.75995670995675
GENETICS * 2. Etiology,2015,39.53641774891776,522.6728216228212,62.49166666666676,17.09507575757575,159.1555014430013
GENETICS * 1. Biology,2017,39.47321428571429,394.29466089466086,71.19186507936513,12.15952380952381,99.12678571428569
BREAST CANCER * 5. Treatment,2011,39.076190476190476,298.73928571428536,46.908333333333346,4.983333333333333,38.72500000000001
RARE DISEASES * 5. Treatment,2008,38.75833333333335,160.00156926406908,30.538095238095234,0.16666666666666666,20.27083333333333
BIOTECHNOLOGY * 1. Biology,2011,38.733333333333334,514.0440115440094,61.73174603174611,13.79325396825397,92.6113095238096
RARE DISEASES * 1. Biology,2015,37.43313492063492,429.0588134088126,38.82599206349207,14.754563492063491,78.04745670995683
"BIOENGINEERING * 4. Early Detection, Diagnosis",2013,36.75,821.9145021645038,18.75,20.666666666666664,55.54285714285713
"BIOENGINEERING * 4. Early Detection, Diagnosis",2016,36.605555555555554,419.7732503607495,10.533333333333333,31.18333333333333,31.963131313131306
GENETICS * 5. Treatment,2011,36.472835497835504,385.12911671661595,47.35357142857147,9.629761904761903,41.793650793650784
UROLOGIC DISEASES * 5. Treatment,2013,36.20833333333334,168.25654761904752,19.117857142857144,7.626190476190476,41.676190476190484
BIOTECHNOLOGY * 1. Biology,2010,36.05793650793652,403.366720779219,53.71904761904766,10.78809523809524,62.00634920634923
BIOTECHNOLOGY * 5. Treatment,2012,35.67916666666666,552.2052910052901,46.9202380952381,7.0166666666666675,79.42427849927854
GENETICS * 5. Treatment,2016,35.4109126984127,235.15462037961984,31.07301587301588,7.132539682539681,35.345039682539706
"RARE DISEASES * 6. Cancer Control, Survivorship",2013,35.14289321789322,179.70459956709934,14.488690476190474,0.8333333333333333,42.181547619047635
BIOTECHNOLOGY * 5. Treatment,2013,34.999350649350646,526.6628760128757,47.671428571428585,10.17077922077922,84.42426046176048
"GENETICS * 4. Early Detection, Diagnosis",2011,34.643253968253966,195.10873015872997,20.738888888888887,2.4845238095238096,23.78273809523809
GENETICS * 2. Etiology,2010,34.394246031746036,458.01053391053335,77.80555555555566,39.46309523809528,101.1702380952381
RARE DISEASES * 2. Etiology,2014,33.48762626262627,250.62317821067697,22.13335137085136,8.144642857142859,44.15838744588747
"RARE DISEASES * 4. Early Detection, Diagnosis",2009,33.43809523809523,109.97503607503603,21.563095238095244,0.611111111111111,11.80952380952381
RARE DISEASES * 1. Biology,2010,33.27599206349207,417.5356601731598,43.21765873015875,8.075,52.11488095238097
BREAST CANCER * 1. Biology,2012,32.658333333333324,551.4408730158731,46.00833333333333,9.174999999999999,77.96309523809522
RARE DISEASES * 2. Etiology,2012,32.3880772005772,326.3713083213072,26.49722222222223,10.846428571428568,48.1970598845599
DIGESTIVE DISEASES * 5. Treatment,2016,32.36534992784992,126.30238650238644,15.924999999999999,4.113888888888889,36.47334656084655
BIOTECHNOLOGY * 1. Biology,2013,32.120851370851376,656.0664141414168,62.778174603174676,17.871031746031743,113.81785714285711
RARE DISEASES * 2. Etiology,2013,32.11543317793319,333.01712176712084,25.067032967032954,16.083928571428558,59.130158730158826
"GENETICS * 4. Early Detection, Diagnosis",2012,31.98333333333334,232.39742063492014,32.45019841269843,3.4261904761904765,43.29567099567102
TRANSPLANTATION * 5. Treatment,2015,31.824603174603165,66.53821456321468,5.54920634920635,0.125,14.195115995115986
ORPHAN DRUG * 5. Treatment,2014,31.674603174603167,266.0316359566351,21.07896825396825,3.7773809523809527,34.19643967143967
"DIGESTIVE DISEASES * 4. Early Detection, Diagnosis",2012,31.53055555555556,223.75674603174565,37.80952380952381,1.6666666666666665,38.3861111111111
DIGESTIVE DISEASES * 5. Treatment,2009,31.48214285714285,85.62882395382401,13.735714285714288,0.2,13.410714285714285
HUMAN GENOME * 1. Biology,2013,31.451082251082255,318.33845598845517,32.29246031746031,15.56785714285714,50.73968253968259
VACCINE RELATED * 5. Treatment,2014,31.183333333333326,284.26432178932157,20.769047619047623,2.7738095238095237,33.39603174603176
"BREAST CANCER * 4. Early Detection, Diagnosis",2010,31.041666666666664,260.96984126984114,47.96111111111112,5.875,36.71944444444445
RARE DISEASES * 2. Etiology,2015,30.798863636363652,209.28568237318123,18.794841269841253,7.754004329004331,45.85070346320353
NUTRITION * 3. Prevention,2016,30.616666666666667,205.21833028083014,11.008333333333335,3.1833333333333336,37.09563492063492
ORPHAN DRUG * 5. Treatment,2012,30.453769841269825,281.54965728715615,20.462301587301575,2.785714285714286,26.048322510822498
BIOTECHNOLOGY * 1. Biology,2014,30.452020202020194,574.2863395863386,51.86944444444448,18.455555555555556,103.81488095238097
GENETICS * 5. Treatment,2013,30.445634920634912,427.52198495948386,46.58670634920635,10.497023809523808,64.86176046176054
ORPHAN DRUG * 5. Treatment,2011,30.210714285714264,233.75908397158298,21.524007936507928,1.8583333333333336,20.590728715728712
ORPHAN DRUG * 5. Treatment,2010,30.081980519480506,158.01121933621906,16.128571428571426,0.9261904761904762,14.935912698412695
RARE DISEASES * 1. Biology,2016,29.968055555555548,320.63203463203394,36.40992063492065,10.028571428571428,59.84514790764797
GENETICS * 2. Etiology,2016,29.91547619047618,393.9933857808849,42.17658730158732,11.1047619047619,142.99384920634895
"RARE DISEASES * 6. Cancer Control, Survivorship",2015,29.42619047619047,129.00914502164488,19.020238095238092,3.5,27.507142857142856
"GENETICS * 4. Early Detection, Diagnosis",2010,29.278373015873,131.46255411255405,31.60079365079364,3.7678571428571432,18.21626984126984
"DIGESTIVE DISEASES * 4. Early Detection, Diagnosis",2011,29.276190476190468,192.80575396825378,22.94166666666667,1.65,22.070634920634912
"DIGESTIVE DISEASES * 4. Early Detection, Diagnosis",2013,28.982142857142847,215.02839105339078,29.264652014652018,2.213095238095238,43.60833333333335
BIOTECHNOLOGY * 1. Biology,2009,28.68888888888887,246.97640692640667,32.94444444444444,5.192857142857142,36.07857142857142
UROLOGIC DISEASES * 5. Treatment,2015,28.352777777777764,84.21230158730164,12.966666666666665,2.6666666666666665,28.227380952380948
UROLOGIC DISEASES * 5. Treatment,2014,28.216666666666654,106.03614718614712,18.958333333333336,6.5,38.11250000000001
"DIGESTIVE DISEASES * 6. Cancer Control, Survivorship",2014,28.17738095238095,155.8777777777776,16.01031746031746,3.126190476190476,38.45436507936509
"RARE DISEASES * 4. Early Detection, Diagnosis",2016,28.114285714285703,157.48237734487722,23.421861471861476,5.030555555555555,18.875
TRANSPLANTATION * 5. Treatment,2013,28.0940476190476,101.63833388833402,2.801190476190476,0.25,14.320183982683975
PEDIATRIC * 5. Treatment,2015,28.055393217893236,81.65634226884244,5.593849206349208,0.9801587301587301,17.49779248529247
TRANSPLANTATION * 5. Treatment,2012,27.6517857142857,85.12299783549798,4.6718253968253975,0.14285714285714285,4.4710678210678205
VACCINE RELATED * 5. Treatment,2013,27.57712842712842,281.4967532467532,20.39007936507937,3.4672077922077924,41.47947330447333
RARE DISEASES * 2. Etiology,2011,27.477489177489172,268.45904095904,21.712896825396818,12.008134920634921,40.46468253968258
ORPHAN DRUG * 5. Treatment,2015,27.39206349206349,206.43505106005037,14.533531746031743,4.012301587301588,27.291977466977453
TRANSPLANTATION * 5. Treatment,2014,27.221500721500703,77.1546037296039,4.713095238095239,0.503968253968254,9.870609945609942
LUNG * 5. Treatment,2012,27.183333333333326,192.52539682539674,11.605952380952381,1.1666666666666665,23.23333333333333
BIOTECHNOLOGY * 5. Treatment,2011,27.16529581529581,457.30672105671977,32.77619047619047,9.952380952380953,40.7154401154401
HEMATOLOGY * 5. Treatment,2009,26.814880952380953,143.19965728715724,16.10952380952381,0.14285714285714285,19.536904761904754
STEM CELL RESEARCH * 5. Treatment,2012,26.798412698412697,124.34734848484858,6.153373015873018,0.5345238095238095,7.068290043290043
"DIGESTIVE DISEASES * 4. Early Detection, Diagnosis",2010,26.519047619047612,122.02640692640688,19.100000000000005,0.9583333333333333,11.644444444444446
LYMPHOMA * 5. Treatment,2013,26.473412698412666,86.22279942279951,5.166666666666667,0.24761904761904763,5.902777777777778
PROSTATE CANCER * 5. Treatment,2013,26.374999999999996,114.14821428571415,15.117857142857146,6.626190476190476,31.592857142857127
PEDIATRIC * 5. Treatment,2012,26.245436507936493,91.80877733377746,10.587103174603172,0.22619047619047616,12.28419913419913
RARE DISEASES * 2. Etiology,2010,25.778409090909083,199.04788267288174,22.81249999999999,11.732539682539677,35.89527417027417
ORPHAN DRUG * 5. Treatment,2013,25.756150793650782,292.78079420579314,24.724801587301574,5.512301587301588,25.306926406926394
"BIOENGINEERING * 4. Early Detection, Diagnosis",2014,25.241666666666667,672.6726190476198,15.642857142857144,21.916666666666664,49.929365079365084
"BREAST CANCER * 6. Cancer Control, Survivorship",2013,25.191666666666666,353.2523809523804,19.73611111111111,0.5,46.033333333333324
NUTRITION * 3. Prevention,2017,25.016666666666666,105.67202380952371,6.7444444444444445,1.1833333333333331,21.197619047619057
BREAST CANCER * 1. Biology,2016,24.858333333333327,236.18849206349194,19.866666666666667,8.750000000000002,72.68333333333338
VACCINE RELATED * 5. Treatment,2015,24.80873015873016,166.22046564546545,14.62579365079365,2.208333333333333,42.163568376068405
"DIGESTIVE DISEASES * 6. Cancer Control, Survivorship",2012,24.60367965367965,167.29666305916277,28.386706349206342,0.3928571428571428,52.18194444444448
BREAST CANCER * 5. Treatment,2010,24.583333333333332,206.82936507936506,42.333333333333336,1.0583333333333333,29.125000000000004
"BIOENGINEERING * 4. Early Detection, Diagnosis",2015,24.55,578.8453934953927,17.25,28.749999999999996,31.039682539682534
RARE DISEASES * 1. Biology,2009,24.54821428571429,233.56421356421316,27.67261904761905,4.665079365079365,34.9246031746032
"DIGESTIVE DISEASES * 4. Early Detection, Diagnosis",2014,24.529978354978358,196.76825396825367,26.7,5.45,32.971031746031734
LUNG * 5. Treatment,2015,24.451190476190472,119.18452380952382,8.677777777777777,2.325,28.18392857142856
HEMATOLOGY * 1. Biology,2012,24.07678571428571,172.4398989898986,20.739285714285703,4.0,28.927453102453097
DIGESTIVE DISEASES * 1. Biology,2013,23.9228354978355,276.270202020201,32.23571428571426,11.988095238095237,68.79455266955274
"GENETICS * 4. Early Detection, Diagnosis",2016,23.817857142857136,124.63674242424247,19.69722222222222,4.175000000000001,27.20515873015872
"GENETICS * 4. Early Detection, Diagnosis",2015,23.67083333333333,150.47480158730147,15.260714285714284,5.583333333333333,45.41269841269846
HUMAN GENOME * 1. Biology,2014,23.66829004329004,317.3451058201054,33.329563492063485,14.356746031746033,54.78851010101018
"RARE DISEASES * 6. Cancer Control, Survivorship",2012,23.642857142857135,175.5749699374699,18.471626984126978,0.5833333333333333,34.87857142857145
STEM CELL RESEARCH * 5. Treatment,2013,23.494642857142843,138.46600344100332,10.95376984126984,1.5289682539682536,13.321771284271275
DIGESTIVE DISEASES * 1. Biology,2011,23.328174603174595,206.1365079365074,24.50833333333333,5.354761904761904,29.874603174603166
BIOTECHNOLOGY * 1. Biology,2015,23.22380952380953,419.03824370074216,38.27519841269843,9.551587301587304,101.1884920634921
GENETICS * 2. Etiology,2009,23.097222222222218,241.84002941502908,52.75912698412703,34.371428571428574,84.43571428571434
BIOTECHNOLOGY * 5. Treatment,2016,22.90301226551226,253.88905400155338,26.435317460317453,6.099801587301589,71.69993386243391
LUNG * 5. Treatment,2013,22.763690476190476,194.16073232323228,9.4734126984127,1.626190476190476,27.055303030303033
"DIGESTIVE DISEASES * 6. Cancer Control, Survivorship",2008,22.699999999999996,25.864285714285717,3.9999999999999996,0.1875,15.858333333333336
RARE DISEASES * 1. Biology,2008,22.565476190476183,121.03884587634583,13.92420634920634,0.3214285714285714,15.410732323232319
LYMPHOMA * 5. Treatment,2012,22.4970238095238,86.42106782106787,8.742857142857146,0.3333333333333333,4.9958333333333345
"BREAST CANCER * 4. Early Detection, Diagnosis",2009,22.491666666666667,182.13571428571422,43.25,3.3333333333333335,12.6
"GENETICS * 4. Early Detection, Diagnosis",2009,22.446428571428562,84.82023809523821,15.113095238095235,1.7777777777777777,11.858333333333333
"BIOENGINEERING * 4. Early Detection, Diagnosis",2012,22.41626984126984,885.6337301587333,23.99166666666666,17.977777777777778,43.57979797979798
"BREAST CANCER * 6. Cancer Control, Survivorship",2016,22.3625,223.16388888888875,22.003968253968253,0.5,42.025
HUMAN GENOME * 1. Biology,2011,22.186111111111103,229.99139610389588,29.72321428571427,9.662499999999998,33.87936507936507
GENETICS * 5. Treatment,2015,22.176821789321785,307.73001165501057,38.16686507936509,8.122023809523808,71.33568931068932
"DIGESTIVE DISEASES * 6. Cancer Control, Survivorship",2013,22.167496392496385,179.89098124098132,18.43392857142857,7.207575757575758,41.3508116883117
BREAST CANCER * 1. Biology,2014,21.95952380952381,450.9890873015867,44.71666666666668,7.166666666666667,75.31111111111117
"DIGESTIVE DISEASES * 4. Early Detection, Diagnosis",2015,21.937698412698406,185.8769841269841,27.11865079365079,3.583333333333333,32.4551587301587
"DIGESTIVE DISEASES * 6. Cancer Control, Survivorship",2015,21.925000000000004,124.87765151515138,23.392857142857142,3.2222222222222223,39.984854497354505
AGING * 5. Treatment,2013,21.83452380952381,76.9988095238096,14.941666666666668,3.6833333333333336,14.569047619047618
BIOTECHNOLOGY * 5. Treatment,2014,21.768650793650792,488.8328874828875,34.984523809523814,7.149206349206348,75.21610750360753
STEM CELL RESEARCH * 5. Treatment,2011,21.758531746031746,98.37854645354658,3.896031746031746,0.30000000000000004,4.892496392496392
NUTRITION * 3. Prevention,2015,21.589285714285715,303.3043831168829,15.795634920634921,1.0833333333333333,48.75172466422468
INFECTIOUS DISEASES * 2. Etiology,2011,21.24772727272727,179.25712898212853,12.192857142857145,5.976190476190477,35.871807359307375
VACCINE RELATED * 5. Treatment,2011,21.141089466089465,230.83611111111077,16.15952380952381,1.25,27.529725829725848
"AGING * 6. Cancer Control, Survivorship",2016,21.1375,150.55800865800848,12.50674603174603,0.8333333333333333,32.64253246753247
"GENETICS * 4. Early Detection, Diagnosis",2014,21.034523809523808,214.21675084175055,22.79940476190476,6.354761904761904,58.775793650793716
"DIGESTIVE DISEASES * 6. Cancer Control, Survivorship",2011,21.022222222222226,124.33495670995667,21.21349206349207,1.2666666666666668,50.587698412698444
"DIGESTIVE DISEASES * 6. Cancer Control, Survivorship",2010,20.919047619047614,92.26607142857145,17.966269841269842,0.1,20.774801587301578
STEM CELL RESEARCH * 1. Biology,2012,20.896626984126986,308.95379897879803,39.25059523809525,3.404761904761905,56.40503246753254
DIGESTIVE DISEASES * 1. Biology,2010,20.89583333333333,164.55515873015855,20.084523809523805,4.533333333333334,27.1595238095238
NEUROSCIENCES * 5. Treatment,2012,20.87638888888889,138.49310966810958,6.28670634920635,2.8553571428571436,14.717099567099561
UROLOGIC DISEASES * 5. Treatment,2012,20.841666666666665,147.6795634920634,22.942857142857154,0.9333333333333332,30.995238095238083
"RARE DISEASES * 6. Cancer Control, Survivorship",2014,20.794047619047618,164.7682650682648,18.754761904761907,1.5833333333333333,42.2147186147186
"RARE DISEASES * 6. Cancer Control, Survivorship",2016,20.78412698412698,84.18201659451663,9.259523809523808,1.9166666666666667,27.692893217893218
BREAST CANCER * 1. Biology,2015,20.69880952380953,331.0567460317456,35.66666666666667,6.092857142857143,72.67738095238096
STEM CELL RESEARCH * 5. Treatment,2014,20.69292929292927,121.42843129093154,4.211111111111111,1.4646825396825396,15.16786824286823
STEM CELL RESEARCH * 1. Biology,2011,20.40496031746031,230.78228715728628,29.06488095238094,3.8269841269841276,35.03690476190475
BREAST CANCER * 5. Treatment,2009,20.15833333333333,118.91746031746028,31.46666666666667,0.45,22.35
"RARE DISEASES * 4. Early Detection, Diagnosis",2017,20.116666666666664,83.72979797979804,13.308333333333335,2.9416666666666664,16.054761904761897
STEM CELL RESEARCH * 5. Treatment,2015,19.969444444444427,80.6913711288712,7.126785714285717,1.6087301587301588,15.44452075702074
"BREAST CANCER * 4. Early Detection, Diagnosis",2008,19.916666666666664,83.44761904761906,18.758333333333333,,13.416666666666668
TRANSPLANTATION * 5. Treatment,2016,19.863528138528125,45.879777167277254,1.6833333333333331,,9.021031746031742
BREAST CANCER * 2. Etiology,2013,19.829761904761902,289.02698412698413,23.236111111111107,10.825000000000001,72.76428571428572
HUMAN GENOME * 1. Biology,2012,19.813888888888886,325.2110680985676,40.577777777777776,15.330952380952382,38.173881673881716
STEM CELL RESEARCH * 5. Treatment,2016,19.744877344877327,67.60452464202478,2.594444444444445,0.575,9.666269841269838
BIOTECHNOLOGY * 5. Treatment,2015,19.672456709956705,364.63756937506867,27.467460317460315,6.2922619047619035,61.79673937173947
AGING * 5. Treatment,2016,19.663690476190474,32.281349206349205,9.325000000000001,0.8333333333333333,7.9313492063492035
PEDIATRIC * 5. Treatment,2011,19.618452380952373,75.826821789322,5.7138888888888895,,10.4286075036075
INFECTIOUS DISEASES * 2. Etiology,2013,19.58480547230547,200.87065712065663,9.335088522588524,11.080303030303028,58.6520743145744
DIGESTIVE DISEASES * 2. Etiology,2014,19.52968975468976,236.74552669552583,14.144047619047617,1.8720238095238098,42.69850288600289
INFECTIOUS DISEASES * 2. Etiology,2012,19.49527417027417,215.22859547859477,12.925992063492057,7.297619047619049,59.007178932179016
BREAST CANCER * 1. Biology,2009,19.43452380952381,204.02011183261186,31.22777777777777,6.658333333333333,27.758333333333336
DIGESTIVE DISEASES * 2. Etiology,2013,19.336410811410804,263.2460359085349,16.672786935286926,7.866017316017317,67.0949314574316
PROSTATE CANCER * 5. Treatment,2015,19.152777777777775,58.920634920635,10.299999999999999,2.6666666666666665,19.150000000000002
DIGESTIVE DISEASES * 1. Biology,2012,19.111111111111114,281.5294191919186,27.867063492063494,14.364285714285714,42.75793650793654
BIOTECHNOLOGY * 5. Treatment,2010,19.084523809523805,339.5543290043278,24.140079365079355,3.1,34.204166666666694
BREAST CANCER * 2. Etiology,2015,18.999999999999996,215.96785714285704,19.256349206349206,4.802380952380954,61.733134920635024
"BIOENGINEERING * 4. Early Detection, Diagnosis",2017,18.9,198.88495670995678,12.525,26.649999999999988,32.61666666666667
NUTRITION * 2. Etiology,2015,18.897294372294372,169.04029581529556,14.302380952380949,,28.59186507936507
LUNG * 5. Treatment,2016,18.84285714285714,111.5516233766234,4.641666666666667,1.1555555555555557,20.517857142857146
"UROLOGIC DISEASES * 4. Early Detection, Diagnosis",2012,18.775,152.4047619047618,17.459523809523816,0.1,8.249999999999998
KIDNEY DISEASE * 5. Treatment,2009,18.749999999999996,16.942857142857147,3.333333333333333,,0.125
BIOENGINEERING * 5. Treatment,2015,18.694444444444443,197.64735958485923,4.609523809523809,4.783333333333333,28.91666666666667
DIGESTIVE DISEASES * 5. Treatment,2008,18.65833333333333,46.278373015873015,18.177380952380954,0.1,5.738888888888888
UROLOGIC DISEASES * 5. Treatment,2016,18.60833333333333,54.445670995671,14.451190476190476,1.6749999999999998,17.713492063492065
DIGESTIVE DISEASES * 2. Etiology,2011,18.5012987012987,174.61784326784283,15.592460317460317,6.132142857142859,36.8827200577201
"AGING * 6. Cancer Control, Survivorship",2013,18.499242424242425,307.14597763347723,17.486111111111114,0.9166666666666665,49.957738095238085
INFECTIOUS DISEASES * 2. Etiology,2014,18.34516594516595,186.14565295815285,9.381349206349208,10.024404761904762,40.44770923520926
NEUROSCIENCES * 1. Biology,2011,18.32857142857143,129.49292929292935,12.223015873015871,3.0902777777777777,33.38638167388168
STEM CELL RESEARCH * 1. Biology,2013,18.27209595959595,291.8189754689742,33.33356782106782,4.563888888888889,53.08066378066384
NUTRITION * 3. Prevention,2013,18.215476190476192,406.99523809523794,23.440476190476193,4.55952380952381,56.040873015873046
"RARE DISEASES * 6. Cancer Control, Survivorship",2011,18.20238095238096,105.20882034632037,11.0125,0.39285714285714285,20.950000000000003
RARE DISEASES * 1. Biology,2017,18.167261904761904,136.87640692640676,21.735912698412683,3.3261904761904764,35.08948412698413
STEM CELL RESEARCH * 1. Biology,2014,18.128607503607498,253.53751803751695,30.034722222222207,4.483134920634921,50.94664502164512
