="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""
="post_flag=0 # Wellcome Trust",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""
="post_flag=1 # Cancer Research UK",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""
="post_flag=1 # INCa/INSERM/DGOS",="0.063",="",="0.069",="",="0.068",="",="0.063",=""
="",="(0.087)",="",="(0.085)",="",="(0.127)",="",="(0.118)",=""
="post_flag=1 # National Cancer Institute",="-0.445***",="",="-0.446***",="",="-0.446***",="",="-0.445***",=""
="",="(0.066)",="",="(0.064)",="",="(0.096)",="",="(0.088)",=""
="post_flag=1 # National Health and Medical Rese",="0.051",="",="0.043",="",="0.045",="",="0.051",=""
="",="(0.078)",="",="(0.076)",="",="(0.116)",="",="(0.110)",=""
="post_flag=1 # Wellcome Trust",="0.304**",="",="0.224*",="",="0.243",="",="0.304",=""
="",="(0.132)",="",="(0.129)",="",="(0.211)",="",="(0.219)",=""
="start_year=2007",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="",=""
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="",=""
="start_year=2008",="0.051*",="0.051*",="0.097***",="0.096***",="0.127**",="0.126**",="",=""
="",="(0.027)",="(0.027)",="(0.026)",="(0.026)",="(0.060)",="(0.060)",="",=""
="start_year=2009",="0.105***",="0.105***",="0.055**",="0.057**",="0.073",="0.076",="",=""
="",="(0.026)",="(0.026)",="(0.025)",="(0.025)",="(0.069)",="(0.069)",="",=""
="start_year=2010",="0.085***",="0.085***",="0.108***",="0.107***",="0.087",="0.085",="",=""
="",="(0.028)",="(0.028)",="(0.028)",="(0.028)",="(0.064)",="(0.064)",="",=""
="start_year=2011",="0.022",="0.022",="0.054*",="0.053*",="0.092",="0.092",="",=""
="",="(0.029)",="(0.029)",="(0.028)",="(0.028)",="(0.083)",="(0.083)",="",=""
="start_year=2012",="0.041",="0.041",="0.125***",="0.124***",="0.137*",="0.135*",="",=""
="",="(0.029)",="(0.029)",="(0.029)",="(0.029)",="(0.075)",="(0.075)",="",=""
="post_0",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_1",="",="0.763***",="",="0.492***",="",="0.514***",="",="0.763***"
="",="",="(0.111)",="",="(0.108)",="",="(0.076)",="",="(0.076)"
="post_2",="",="1.042***",="",="0.703***",="",="0.729***",="",="1.042***"
="",="",="(0.111)",="",="(0.108)",="",="(0.110)",="",="(0.099)"
="post_3",="",="1.227***",="",="0.824***",="",="0.853***",="",="1.227***"
="",="",="(0.111)",="",="(0.108)",="",="(0.112)",="",="(0.102)"
="post_4",="",="1.743***",="",="1.279***",="",="1.310***",="",="1.743***"
="",="",="(0.111)",="",="(0.108)",="",="(0.169)",="",="(0.151)"
="post_5",="",="2.055***",="",="1.534***",="",="1.567***",="",="2.055***"
="",="",="(0.111)",="",="(0.108)",="",="(0.151)",="",="(0.145)"
="post_0 # Cancer Research UK",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_0 # INCa/INSERM/DGOS",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_0 # National Cancer Institute",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_0 # National Health and Medical Rese",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_0 # Wellcome Trust",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_1 # Cancer Research UK",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_1 # INCa/INSERM/DGOS",="",="-0.046",="",="-0.041",="",="-0.042",="",="-0.046"
="",="",="(0.155)",="",="(0.150)",="",="(0.125)",="",="(0.114)"
="post_1 # National Cancer Institute",="",="-0.258**",="",="-0.259**",="",="-0.258***",="",="-0.258***"
="",="",="(0.116)",="",="(0.113)",="",="(0.080)",="",="(0.079)"
="post_1 # National Health and Medical Rese",="",="0.140",="",="0.134",="",="0.136",="",="0.140"
="",="",="(0.138)",="",="(0.135)",="",="(0.102)",="",="(0.108)"
="post_1 # Wellcome Trust",="",="0.071",="",="0.021",="",="0.032",="",="0.071"
="",="",="(0.235)",="",="(0.229)",="",="(0.148)",="",="(0.155)"
="post_2 # Cancer Research UK",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_2 # INCa/INSERM/DGOS",="",="0.028",="",="0.034",="",="0.033",="",="0.028"
="",="",="(0.155)",="",="(0.150)",="",="(0.147)",="",="(0.139)"
="post_2 # National Cancer Institute",="",="-0.358***",="",="-0.359***",="",="-0.359***",="",="-0.358***"
="",="",="(0.116)",="",="(0.113)",="",="(0.115)",="",="(0.102)"
="post_2 # National Health and Medical Rese",="",="0.021",="",="0.014",="",="0.016",="",="0.021"
="",="",="(0.138)",="",="(0.135)",="",="(0.135)",="",="(0.129)"
="post_2 # Wellcome Trust",="",="0.328",="",="0.263",="",="0.278",="",="0.328"
="",="",="(0.235)",="",="(0.229)",="",="(0.260)",="",="(0.260)"
="post_3 # Cancer Research UK",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_3 # INCa/INSERM/DGOS",="",="0.135",="",="0.142",="",="0.141",="",="0.135"
="",="",="(0.155)",="",="(0.150)",="",="(0.153)",="",="(0.147)"
="post_3 # National Cancer Institute",="",="-0.315***",="",="-0.316***",="",="-0.316***",="",="-0.315***"
="",="",="(0.116)",="",="(0.113)",="",="(0.118)",="",="(0.107)"
="post_3 # National Health and Medical Rese",="",="0.007",="",="-0.001",="",="0.001",="",="0.007"
="",="",="(0.138)",="",="(0.135)",="",="(0.149)",="",="(0.135)"
="post_3 # Wellcome Trust",="",="0.595**",="",="0.515**",="",="0.533*",="",="0.595**"
="",="",="(0.235)",="",="(0.229)",="",="(0.275)",="",="(0.276)"
="post_4 # Cancer Research UK",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_4 # INCa/INSERM/DGOS",="",="-0.006",="",="0.002",="",="-0.000",="",="-0.006"
="",="",="(0.155)",="",="(0.150)",="",="(0.218)",="",="(0.207)"
="post_4 # National Cancer Institute",="",="-0.544***",="",="-0.546***",="",="-0.545***",="",="-0.544***"
="",="",="(0.116)",="",="(0.113)",="",="(0.177)",="",="(0.156)"
="post_4 # National Health and Medical Rese",="",="0.141",="",="0.131",="",="0.133",="",="0.141"
="",="",="(0.138)",="",="(0.135)",="",="(0.205)",="",="(0.190)"
="post_4 # Wellcome Trust",="",="0.152",="",="0.058",="",="0.079",="",="0.152"
="",="",="(0.235)",="",="(0.229)",="",="(0.274)",="",="(0.306)"
="post_5 # Cancer Research UK",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)"
="post_5 # INCa/INSERM/DGOS",="",="0.201",="",="0.209",="",="0.207",="",="0.201"
="",="",="(0.155)",="",="(0.150)",="",="(0.225)",="",="(0.215)"
="post_5 # National Cancer Institute",="",="-0.750***",="",="-0.752***",="",="-0.751***",="",="-0.750***"
="",="",="(0.116)",="",="(0.113)",="",="(0.158)",="",="(0.151)"
="post_5 # National Health and Medical Rese",="",="-0.053",="",="-0.064",="",="-0.061",="",="-0.053"
="",="",="(0.138)",="",="(0.135)",="",="(0.198)",="",="(0.190)"
="post_5 # Wellcome Trust",="",="0.373",="",="0.264",="",="0.289",="",="0.373"
="",="",="(0.235)",="",="(0.229)",="",="(0.381)",="",="(0.389)"
="rsr_career_age",="",="",="0.127***",="0.125***",="0.111***",="0.108***",="",=""
="",="",="",="(0.002)",="(0.002)",="(0.004)",="(0.004)",="",=""
="rsr_career_age_2",="",="",="-0.002***",="-0.002***",="-0.001***",="-0.001***",="",=""
="",="",="",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="",=""
="Constant",="-0.157***",="-0.157***",="-1.320***",="-1.301***",="-1.415***",="-1.387***",="-0.486***",="-0.486***"
="",="(0.044)",="(0.044)",="(0.045)",="(0.045)",="(0.128)",="(0.128)",="(0.010)",="(0.010)"
="Observations",="132913",="132913",="132913",="132913",="132913",="132913",="132913",="132913"
="CountryFE",="No",="No",="No",="No",="No",="No",="No",="No"
="AffiliationFE",="No",="No",="No",="No",="Yes",="Yes",="No",="No"
="ResearcherFE",="No",="No",="No",="No",="No",="No",="Yes",="Yes"
="Standard errors in parentheses"
="* p<.1, ** p<.05, *** p<.01"
