funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
Cancer Research UK,,Intellectual and Developmental Disabilities (IDD),5,5,4
Cancer Research UK,,Kidney Disease,32,75,41
Cancer Research UK,,Liver Cancer,3,3,3
Cancer Research UK,,Liver Disease,22,46,38
Cancer Research UK,,Lung,48,86,68
Cancer Research UK,,Lung Cancer,23,56,40
Cancer Research UK,,Lupus,1,1,1
Cancer Research UK,,Lymphoma,18,28,23
Cancer Research UK,,Mental Health,13,14,12
Cancer Research UK,,Mind and Body,11,15,10
Cancer Research UK,,Nanotechnology,4,6,6
Cancer Research UK,,Networking and Information Technology R&D,11,12,10
Cancer Research UK,,Neuroblastoma,2,2,2
Cancer Research UK,,Neurodegenerative,15,18,14
Cancer Research UK,,Neurosciences,59,93,76
Cancer Research UK,,Nutrition,34,75,43
Cancer Research UK,,Obesity,17,38,25
Cancer Research UK,,Organ Transplantation,3,4,4
Cancer Research UK,,Orphan Drug,40,58,44
Cancer Research UK,,Osteoporosis,7,7,4
Cancer Research UK,,Ovarian Cancer,23,36,28
Cancer Research UK,,Pain Conditions - Chronic,2,2,2
Cancer Research UK,,Pain Research,8,11,10
Cancer Research UK,,Pancreatic Cancer,14,31,21
Cancer Research UK,,Patient Safety,49,73,54
Cancer Research UK,,Pediatric,48,97,71
Cancer Research UK,,Pediatric AIDS,1,1,1
Cancer Research UK,,Pediatric Cancer,13,19,15
Cancer Research UK,,Pediatric Research Initiative,10,12,9
Cancer Research UK,,Perinatal Period - Conditions Originating in Perinatal Period,2,2,2
Cancer Research UK,,Prescription Drug Abuse,1,1,1
Cancer Research UK,,Prevention,108,309,225
Cancer Research UK,,Prostate Cancer,22,47,32
Cancer Research UK,,Psoriasis,1,1,1
Cancer Research UK,,Rare Diseases,176,437,326
Cancer Research UK,,Regenerative Medicine,21,26,21
Cancer Research UK,,Rehabilitation,12,14,9
Cancer Research UK,,Schizophrenia,6,6,2
Cancer Research UK,,Septicemia,2,2,1
Cancer Research UK,,Sexually Transmitted Diseases/Herpes,14,23,14
Cancer Research UK,,Sickle Cell Disease,2,2,2
Cancer Research UK,,Small Pox,1,1,1
Cancer Research UK,,Smoking and Health,20,74,56
Cancer Research UK,,Stem Cell Research,48,70,57
Cancer Research UK,,Stem Cell Research - Embryonic - Human,4,5,5
Cancer Research UK,,Stem Cell Research - Embryonic - Non-Human,3,3,3
Cancer Research UK,,Stem Cell Research - Induced Pluripotent Stem Cell - Human,1,1,1
Cancer Research UK,,Stem Cell Research - Nonembryonic - Human,12,15,14
Cancer Research UK,,Stem Cell Research - Nonembryonic - Non-Human,30,41,33
Cancer Research UK,,Stroke,1,13,13
Cancer Research UK,,Substance Abuse,18,30,23
Cancer Research UK,,Tobacco,12,58,48
Cancer Research UK,,Transplantation,19,35,22
Cancer Research UK,,Tuberculosis,2,2,2
Cancer Research UK,,Urologic Diseases,54,158,89
Cancer Research UK,,Uterine Cancer,6,15,7
Cancer Research UK,,Vaccine Related,24,43,32
Cancer Research UK,Aging,,2,32,32
Cancer Research UK,Aging,Aging,2,14,14
Cancer Research UK,Aging,Breast Cancer,1,1,1
Cancer Research UK,Aging,Cancer,1,9,9
Cancer Research UK,Aging,Cervical Cancer,1,4,4
Cancer Research UK,Aging,Clinical Research,2,7,7
Cancer Research UK,Aging,Clinical Trials and Supportive Activities,1,2,2
Cancer Research UK,Aging,Colo-Rectal Cancer,1,1,1
Cancer Research UK,Aging,Contraception/Reproduction,1,1,1
Cancer Research UK,Aging,Diagnostic Radiology,1,3,3
Cancer Research UK,Aging,Health Services,1,2,2
Cancer Research UK,Aging,Human Genome,1,1,1
Cancer Research UK,Aging,Infant Mortality/ (LBW),1,2,2
Cancer Research UK,Aging,Infectious Diseases,1,2,2
Cancer Research UK,Aging,Perinatal - Birth - Preterm (LBW),1,1,1
Cancer Research UK,Aging,Perinatal Period - Conditions Originating in Perinatal Period,1,2,2
Cancer Research UK,Aging,Prevention,1,7,7
Cancer Research UK,Aging,Sexually Transmitted Diseases/Herpes,1,4,4
Cancer Research UK,Aging,Transplantation,1,1,1
Cancer Research UK,Aging,Vaccine Related,1,1,1
Cancer Research UK,Autoimmune Disease,,2,2,0
Cancer Research UK,Behavioral and Social Science,,3,53,52
Cancer Research UK,Behavioral and Social Science,Aging,1,2,2
Cancer Research UK,Behavioral and Social Science,Behavioral and Social Science,2,59,59
Cancer Research UK,Behavioral and Social Science,Brain Disorders,1,2,2
Cancer Research UK,Behavioral and Social Science,Cancer,2,5,5
Cancer Research UK,Behavioral and Social Science,Cardiovascular,1,1,1
Cancer Research UK,Behavioral and Social Science,Clinical Research,2,25,25
Cancer Research UK,Behavioral and Social Science,Conditions Affecting the Embryonic and Fetal Periods,1,4,4
Cancer Research UK,Behavioral and Social Science,HIV/AIDS,1,3,3
Cancer Research UK,Behavioral and Social Science,Health Services,2,5,5
Cancer Research UK,Behavioral and Social Science,Heart Disease,1,2,2
Cancer Research UK,Behavioral and Social Science,Human Genome,1,1,1
Cancer Research UK,Behavioral and Social Science,Infant Mortality/ (LBW),1,1,1
Cancer Research UK,Behavioral and Social Science,Injury (total) Accidents/Adverse Effects,1,1,1
Cancer Research UK,Behavioral and Social Science,Kidney Disease,1,1,1
Cancer Research UK,Behavioral and Social Science,Liver Disease,1,1,1
Cancer Research UK,Behavioral and Social Science,Lung,1,3,3
Cancer Research UK,Behavioral and Social Science,Mental Health,1,1,1
Cancer Research UK,Behavioral and Social Science,Neurosciences,1,1,1
Cancer Research UK,Behavioral and Social Science,Obesity,1,1,1
Cancer Research UK,Behavioral and Social Science,Pain Conditions - Chronic,1,1,1
Cancer Research UK,Behavioral and Social Science,Pain Research,1,4,4
Cancer Research UK,Behavioral and Social Science,Pediatric,1,3,3
Cancer Research UK,Behavioral and Social Science,Perinatal - Birth - Preterm (LBW),1,1,1
Cancer Research UK,Behavioral and Social Science,Perinatal Period - Conditions Originating in Perinatal Period,1,8,8
Cancer Research UK,Behavioral and Social Science,Prevention,1,1,1
Cancer Research UK,Behavioral and Social Science,Rare Diseases,1,1,1
Cancer Research UK,Behavioral and Social Science,Substance Abuse,1,1,1
Cancer Research UK,Bioengineering,,21,159,144
Cancer Research UK,Bioengineering,Aging,2,2,2
Cancer Research UK,Bioengineering,Bioengineering,12,71,70
Cancer Research UK,Bioengineering,Biotechnology,7,17,15
Cancer Research UK,Bioengineering,Brain Cancer,1,1,1
Cancer Research UK,Bioengineering,Brain Disorders,4,5,5
Cancer Research UK,Bioengineering,Breast Cancer,5,10,9
Cancer Research UK,Bioengineering,Cancer,12,76,70
Cancer Research UK,Bioengineering,Cardiovascular,1,1,1
Cancer Research UK,Bioengineering,Cervical Cancer,1,1,1
Cancer Research UK,Bioengineering,Clinical Research,8,10,10
Cancer Research UK,Bioengineering,Clinical Trials and Supportive Activities,1,2,1
Cancer Research UK,Bioengineering,Diagnostic Radiology,3,15,15
Cancer Research UK,Bioengineering,Digestive Diseases,6,10,9
Cancer Research UK,Bioengineering,Emerging Infectious Diseases,1,1,1
Cancer Research UK,Bioengineering,Gene Therapy,1,1,1
Cancer Research UK,Bioengineering,Genetics,9,21,18
Cancer Research UK,Bioengineering,Health Services,1,1,1
Cancer Research UK,Bioengineering,Hematology,1,1,1
Cancer Research UK,Bioengineering,Human Genome,1,1,1
Cancer Research UK,Bioengineering,Immunization,2,2,2
Cancer Research UK,Bioengineering,Infectious Diseases,1,1,1
Cancer Research UK,Bioengineering,Injury (total) Accidents/Adverse Effects,1,1,1
Cancer Research UK,Bioengineering,Liver Disease,1,1,1
Cancer Research UK,Bioengineering,Lung,3,3,3
Cancer Research UK,Bioengineering,Lung Cancer,1,1,1
Cancer Research UK,Bioengineering,Neurosciences,4,5,4
Cancer Research UK,Bioengineering,Nutrition,1,3,3
Cancer Research UK,Bioengineering,Orphan Drug,2,3,2
Cancer Research UK,Bioengineering,Pancreatic Cancer,2,2,2
Cancer Research UK,Bioengineering,Patient Safety,1,1,1
Cancer Research UK,Bioengineering,Pediatric,1,1,1
Cancer Research UK,Bioengineering,Pneumonia & Influenza,1,1,1
Cancer Research UK,Bioengineering,Prevention,3,3,3
Cancer Research UK,Bioengineering,Prostate Cancer,1,1,1
Cancer Research UK,Bioengineering,Rare Diseases,5,14,14
Cancer Research UK,Bioengineering,Regenerative Medicine,2,2,2
Cancer Research UK,Bioengineering,Sexually Transmitted Diseases/Herpes,1,1,1
Cancer Research UK,Bioengineering,Stem Cell Research - Nonembryonic - Human,1,1,1
Cancer Research UK,Bioengineering,Urologic Diseases,1,2,2
Cancer Research UK,Biotechnology,,51,580,531
Cancer Research UK,Biotechnology,Aging,5,7,7
Cancer Research UK,Biotechnology,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),1,1,1
Cancer Research UK,Biotechnology,Arthritis,1,1,1
Cancer Research UK,Biotechnology,Autoimmune Disease,4,4,4
Cancer Research UK,Biotechnology,Behavioral and Social Science,2,2,2
Cancer Research UK,Biotechnology,Biodefense,1,1,1
Cancer Research UK,Biotechnology,Bioengineering,9,13,12
Cancer Research UK,Biotechnology,Biotechnology,34,231,213
Cancer Research UK,Biotechnology,Brain Cancer,1,1,1
Cancer Research UK,Biotechnology,Brain Disorders,9,9,8
Cancer Research UK,Biotechnology,Breast Cancer,7,19,19
Cancer Research UK,Biotechnology,Cancer,32,271,260
Cancer Research UK,Biotechnology,Cervical Cancer,2,3,3
Cancer Research UK,Biotechnology,Climate-Related Exposures and Conditions,3,3,2
Cancer Research UK,Biotechnology,Clinical Research,14,84,79
Cancer Research UK,Biotechnology,Clinical Trials and Supportive Activities,6,16,16
Cancer Research UK,Biotechnology,Colo-Rectal Cancer,8,12,10
Cancer Research UK,Biotechnology,Complementary and Alternative Medicine,1,1,1
Cancer Research UK,Biotechnology,Dental/Oral and Craniofacial Disease,1,1,1
Cancer Research UK,Biotechnology,Diabetes,1,1,1
Cancer Research UK,Biotechnology,Diagnostic Radiology,7,19,18
Cancer Research UK,Biotechnology,Digestive Diseases,13,30,26
Cancer Research UK,Biotechnology,Emerging Infectious Diseases,3,5,5
Cancer Research UK,Biotechnology,Estrogen,3,6,6
Cancer Research UK,Biotechnology,Gene Therapy,1,1,1
Cancer Research UK,Biotechnology,Genetic Testing,2,3,3
Cancer Research UK,Biotechnology,Genetics,29,107,103
Cancer Research UK,Biotechnology,HIV/AIDS,3,3,3
Cancer Research UK,Biotechnology,Health Services,2,2,2
Cancer Research UK,Biotechnology,Heart Disease,1,1,1
Cancer Research UK,Biotechnology,Hematology,6,9,8
Cancer Research UK,Biotechnology,Hepatitis,1,1,1
Cancer Research UK,Biotechnology,Hepatitis - C,1,1,1
Cancer Research UK,Biotechnology,Human Genome,3,3,3
Cancer Research UK,Biotechnology,Immunization,5,7,4
Cancer Research UK,Biotechnology,Infectious Diseases,5,12,12
Cancer Research UK,Biotechnology,Injury (total) Accidents/Adverse Effects,1,1,1
Cancer Research UK,Biotechnology,Kidney Disease,3,6,6
Cancer Research UK,Biotechnology,Liver Disease,4,5,4
Cancer Research UK,Biotechnology,Lung,6,8,8
Cancer Research UK,Biotechnology,Lung Cancer,4,7,7
Cancer Research UK,Biotechnology,Lymphoma,1,1,1
Cancer Research UK,Biotechnology,Malaria,1,1,1
Cancer Research UK,Biotechnology,Mental Health,1,1,1
Cancer Research UK,Biotechnology,Multiple Sclerosis,1,1,1
Cancer Research UK,Biotechnology,Nanotechnology,2,2,2
Cancer Research UK,Biotechnology,Networking and Information Technology R&D,4,4,4
Cancer Research UK,Biotechnology,Neuroblastoma,1,1,1
Cancer Research UK,Biotechnology,Neurodegenerative,4,4,3
Cancer Research UK,Biotechnology,Neurosciences,8,8,8
Cancer Research UK,Biotechnology,Nutrition,3,5,5
Cancer Research UK,Biotechnology,Obesity,1,1,1
Cancer Research UK,Biotechnology,Orphan Drug,7,11,10
Cancer Research UK,Biotechnology,Ovarian Cancer,1,1,1
Cancer Research UK,Biotechnology,Pain Research,1,1,1
Cancer Research UK,Biotechnology,Pancreatic Cancer,3,3,3
Cancer Research UK,Biotechnology,Patient Safety,5,12,12
Cancer Research UK,Biotechnology,Pediatric,5,5,5
Cancer Research UK,Biotechnology,Pediatric Cancer,4,4,3
Cancer Research UK,Biotechnology,Prevention,8,10,10
Cancer Research UK,Biotechnology,Prostate Cancer,3,4,4
Cancer Research UK,Biotechnology,Rare Diseases,17,40,37
Cancer Research UK,Biotechnology,Regenerative Medicine,2,2,2
Cancer Research UK,Biotechnology,Sexually Transmitted Diseases/Herpes,2,2,2
Cancer Research UK,Biotechnology,Stem Cell Research,6,8,8
Cancer Research UK,Biotechnology,Stem Cell Research - Embryonic - Non-Human,1,1,1
Cancer Research UK,Biotechnology,Stem Cell Research - Nonembryonic - Human,1,1,1
Cancer Research UK,Biotechnology,Stem Cell Research - Nonembryonic - Non-Human,4,6,6
Cancer Research UK,Biotechnology,Substance Abuse,1,1,1
Cancer Research UK,Biotechnology,Transplantation,1,1,1
Cancer Research UK,Biotechnology,Tuberous Sclerosis,1,1,1
Cancer Research UK,Biotechnology,Urologic Diseases,6,9,8
Cancer Research UK,Biotechnology,Vaccine Related,5,6,6
Cancer Research UK,Brain Disorders,,6,23,21
Cancer Research UK,Brain Disorders,Biotechnology,1,1,1
Cancer Research UK,Brain Disorders,Brain Disorders,4,16,16
Cancer Research UK,Brain Disorders,Breast Cancer,1,1,1
Cancer Research UK,Brain Disorders,Cancer,1,6,6
Cancer Research UK,Brain Disorders,Cardiovascular,1,1,1
Cancer Research UK,Brain Disorders,Climate-Related Exposures and Conditions,1,1,1
Cancer Research UK,Brain Disorders,Clinical Trials and Supportive Activities,1,1,1
Cancer Research UK,Brain Disorders,Colo-Rectal Cancer,1,1,1
Cancer Research UK,Brain Disorders,Diagnostic Radiology,1,1,1
Cancer Research UK,Brain Disorders,Emerging Infectious Diseases,1,1,1
Cancer Research UK,Brain Disorders,Genetics,1,1,1
Cancer Research UK,Brain Disorders,Kidney Disease,1,1,1
Cancer Research UK,Brain Disorders,Neurosciences,2,2,2
Cancer Research UK,Brain Disorders,Pediatric,1,1,1
Cancer Research UK,Brain Disorders,Rare Diseases,1,2,2
Cancer Research UK,Breast Cancer,,1,33,33
Cancer Research UK,Breast Cancer,Breast Cancer,1,13,13
Cancer Research UK,Breast Cancer,Cancer,1,1,1
Cancer Research UK,Breast Cancer,Clinical Research,1,3,3
Cancer Research UK,Breast Cancer,Clinical Trials and Supportive Activities,1,1,1
Cancer Research UK,Breast Cancer,Ovarian Cancer,1,1,1
Cancer Research UK,Breast Cancer,Prevention,1,1,1
Cancer Research UK,Burden of Illness,,1,83,83
Cancer Research UK,Burden of Illness,"Alcoholism, Alcohol Use and Health",1,1,1
Cancer Research UK,Burden of Illness,Asthma,1,1,1
Cancer Research UK,Burden of Illness,Behavioral and Social Science,1,2,2
Cancer Research UK,Burden of Illness,Burden of Illness,1,1,1
Cancer Research UK,Burden of Illness,Cancer,1,2,2
Cancer Research UK,Burden of Illness,Chronic Obstructive Pulmonary Disease,1,1,1
Cancer Research UK,Burden of Illness,Clinical Research,1,11,11
Cancer Research UK,Burden of Illness,Clinical Trials and Supportive Activities,1,1,1
Cancer Research UK,Burden of Illness,Depression,1,1,1
Cancer Research UK,Burden of Illness,Digestive Diseases,1,1,1
Cancer Research UK,Burden of Illness,Drug Abuse (NIDA Only),1,1,1
Cancer Research UK,Burden of Illness,Emerging Infectious Diseases,1,2,2
Cancer Research UK,Burden of Illness,Foodborne Illness,1,2,2
Cancer Research UK,Burden of Illness,Genetics,1,2,2
Cancer Research UK,Burden of Illness,Health Services,1,1,1
Cancer Research UK,Burden of Illness,Infectious Diseases,1,3,3
Cancer Research UK,Burden of Illness,Lung,1,1,1
Cancer Research UK,Burden of Illness,Neurosciences,1,1,1
Cancer Research UK,Burden of Illness,Nutrition,1,1,1
Cancer Research UK,Burden of Illness,Obesity,1,1,1
Cancer Research UK,Burden of Illness,Pediatric,1,5,5
Cancer Research UK,Burden of Illness,Prevention,1,6,6
Cancer Research UK,Burden of Illness,Rare Diseases,1,1,1
Cancer Research UK,Burden of Illness,Smoking and Health,1,5,5
Cancer Research UK,Burden of Illness,Substance Abuse,1,4,4
Cancer Research UK,Burden of Illness,Tobacco,1,8,8
Cancer Research UK,Cancer,,405,3909,2811
Cancer Research UK,Cancer,Acquired Cognitive Impairment,1,1,1
Cancer Research UK,Cancer,Acute Respiratory Distress Syndrome,1,1,1
Cancer Research UK,Cancer,Aging,18,23,21
Cancer Research UK,Cancer,"Alcoholism, Alcohol Use and Health",2,2,2
Cancer Research UK,Cancer,Allergic Rhinitis (Hay Fever),1,2,2
Cancer Research UK,Cancer,Antimicrobial Resistance,1,1,1
Cancer Research UK,Cancer,Arthritis,1,3,3
Cancer Research UK,Cancer,Assistive Technology,1,1,1
Cancer Research UK,Cancer,Asthma,1,2,2
Cancer Research UK,Cancer,Atherosclerosis,2,4,2
Cancer Research UK,Cancer,Autism,1,1,1
Cancer Research UK,Cancer,Autoimmune Disease,9,10,10
Cancer Research UK,Cancer,Basic Behavioral and Social Science,10,15,12
Cancer Research UK,Cancer,Behavioral and Social Science,14,34,34
Cancer Research UK,Cancer,Biodefense,3,3,3
Cancer Research UK,Cancer,Bioengineering,31,55,48
Cancer Research UK,Cancer,Biotechnology,65,120,96
Cancer Research UK,Cancer,Brain Disorders,18,35,25
Cancer Research UK,Cancer,Cancer,225,4607,3474
Cancer Research UK,Cancer,Cardiovascular,15,53,39
Cancer Research UK,Cancer,Chronic Liver Disease and Cirrhosis,1,1,1
Cancer Research UK,Cancer,Chronic Obstructive Pulmonary Disease,1,1,1
Cancer Research UK,Cancer,Clinical Research,95,366,309
Cancer Research UK,Cancer,Clinical Trials and Supportive Activities,35,48,33
Cancer Research UK,Cancer,Comparative Effectiveness Research,7,7,5
Cancer Research UK,Cancer,Complementary and Alternative Medicine,3,5,5
Cancer Research UK,Cancer,Conditions Affecting the Embryonic and Fetal Periods,1,1,1
Cancer Research UK,Cancer,Congenital Structural Anomalies,4,5,5
Cancer Research UK,Cancer,Contraception/Reproduction,6,6,5
Cancer Research UK,Cancer,Dementia,1,1,1
Cancer Research UK,Cancer,Dental/Oral and Craniofacial Disease,6,8,6
Cancer Research UK,Cancer,Depression,2,2,2
Cancer Research UK,Cancer,Diabetes,12,20,13
Cancer Research UK,Cancer,Diagnostic Radiology,30,80,65
Cancer Research UK,Cancer,Digestive Diseases,21,54,50
Cancer Research UK,Cancer,Digestive Diseases - (Peptic Ulcer),2,2,2
Cancer Research UK,Cancer,Drug Abuse (NIDA Only),3,6,5
Cancer Research UK,Cancer,Eating Disorders,2,2,1
Cancer Research UK,Cancer,Emerging Infectious Diseases,15,21,20
Cancer Research UK,Cancer,Epilepsy,1,2,2
Cancer Research UK,Cancer,Eye Disease And Disorders Of Vision,6,9,8
Cancer Research UK,Cancer,Gene Therapy,4,4,3
Cancer Research UK,Cancer,Genetic Testing,3,3,3
Cancer Research UK,Cancer,Genetics,92,272,232
Cancer Research UK,Cancer,HIV/AIDS,3,3,3
Cancer Research UK,Cancer,Health Services,12,28,23
Cancer Research UK,Cancer,Heart Disease,16,22,17
Cancer Research UK,Cancer,Heart Disease - Coronary Heart Disease,6,8,7
Cancer Research UK,Cancer,Hematology,14,18,14
Cancer Research UK,Cancer,Hepatitis - C,2,2,2
Cancer Research UK,Cancer,Human Genome,16,28,25
Cancer Research UK,Cancer,Hypertension,6,18,9
Cancer Research UK,Cancer,Immunization,5,5,5
Cancer Research UK,Cancer,Infant Mortality/ (LBW),3,3,3
Cancer Research UK,Cancer,Infectious Diseases,15,24,23
Cancer Research UK,Cancer,Inflammatory Bowel Disease,1,5,5
Cancer Research UK,Cancer,Injury - Trauma - (Head and Spine),1,1,1
Cancer Research UK,Cancer,Intellectual and Developmental Disabilities (IDD),2,2,2
Cancer Research UK,Cancer,Kidney Disease,12,20,17
Cancer Research UK,Cancer,Liver Disease,4,4,4
Cancer Research UK,Cancer,Lung,8,10,8
Cancer Research UK,Cancer,Malaria,1,1,1
Cancer Research UK,Cancer,Mental Health,10,22,20
Cancer Research UK,Cancer,Mind and Body,4,5,5
Cancer Research UK,Cancer,Nanotechnology,5,6,6
Cancer Research UK,Cancer,Networking and Information Technology R&D,6,8,5
Cancer Research UK,Cancer,Neurodegenerative,10,11,10
Cancer Research UK,Cancer,Neurosciences,35,86,55
Cancer Research UK,Cancer,Nutrition,13,31,27
Cancer Research UK,Cancer,Obesity,10,26,23
Cancer Research UK,Cancer,Organ Transplantation,1,1,1
Cancer Research UK,Cancer,Orphan Drug,10,12,9
Cancer Research UK,Cancer,Osteoporosis,2,2,2
Cancer Research UK,Cancer,Pain Conditions - Chronic,4,8,8
Cancer Research UK,Cancer,Pain Research,11,12,11
Cancer Research UK,Cancer,Patient Safety,11,38,36
Cancer Research UK,Cancer,Pediatric,35,67,54
Cancer Research UK,Cancer,Pediatric Research Initiative,2,2,2
Cancer Research UK,Cancer,Perinatal Period - Conditions Originating in Perinatal Period,6,6,6
Cancer Research UK,Cancer,Peripheral Neuropathy,1,1,1
Cancer Research UK,Cancer,Pneumonia & Influenza,1,1,1
Cancer Research UK,Cancer,Prevention,33,71,66
Cancer Research UK,Cancer,Psoriasis,1,4,4
Cancer Research UK,Cancer,Rare Diseases,59,91,77
Cancer Research UK,Cancer,Regenerative Medicine,5,9,8
Cancer Research UK,Cancer,Rehabilitation,3,3,3
Cancer Research UK,Cancer,Rheumatoid Arthritis,1,1,1
Cancer Research UK,Cancer,Rural Health,1,1,1
Cancer Research UK,Cancer,Septicemia,2,2,2
Cancer Research UK,Cancer,Sexually Transmitted Diseases/Herpes,1,1,1
Cancer Research UK,Cancer,Sleep Research,1,1,1
Cancer Research UK,Cancer,Smoking and Health,8,50,29
Cancer Research UK,Cancer,Stem Cell Research,17,21,17
Cancer Research UK,Cancer,Stem Cell Research - Embryonic - Human,3,3,2
Cancer Research UK,Cancer,Stem Cell Research - Embryonic - Non-Human,1,1,1
Cancer Research UK,Cancer,Stem Cell Research - Nonembryonic - Human,3,3,3
Cancer Research UK,Cancer,Stem Cell Research - Nonembryonic - Non-Human,5,7,7
Cancer Research UK,Cancer,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,1,1,1
Cancer Research UK,Cancer,Stroke,7,47,17
Cancer Research UK,Cancer,Substance Abuse,7,22,13
Cancer Research UK,Cancer,Tobacco,10,62,31
Cancer Research UK,Cancer,Transmissible Spongiform Encephalopathy (TSE),1,1,1
Cancer Research UK,Cancer,Transplantation,4,5,5
Cancer Research UK,Cancer,Urologic Diseases,9,14,8
Cancer Research UK,Cancer,Vaccine Related,7,10,10
Cancer Research UK,Cancer,Vector-Borne Diseases,1,1,1
Cancer Research UK,Cardiovascular,,1,1,0
Cancer Research UK,Cervical Cancer,,1,1,0
Cancer Research UK,Childhood Leukemia,,3,17,16
Cancer Research UK,Childhood Leukemia,Cancer,2,9,9
Cancer Research UK,Childhood Leukemia,Childhood Leukemia,2,7,7
Cancer Research UK,Childhood Leukemia,Colo-Rectal Cancer,1,1,1
Cancer Research UK,Childhood Leukemia,Digestive Diseases,1,1,1
Cancer Research UK,Childhood Leukemia,Genetics,1,3,3
Cancer Research UK,Childhood Leukemia,Hematology,1,2,2
Cancer Research UK,Childhood Leukemia,Lung,1,1,1
Cancer Research UK,Childhood Leukemia,Orphan Drug,1,1,1
Cancer Research UK,Childhood Leukemia,Pediatric,1,1,1
Cancer Research UK,Childhood Leukemia,Rare Diseases,1,1,1
Cancer Research UK,Childhood Leukemia,Stem Cell Research,2,3,3
Cancer Research UK,Climate-Related Exposures and Conditions,,6,108,84
Cancer Research UK,Climate-Related Exposures and Conditions,Aging,1,1,1
Cancer Research UK,Climate-Related Exposures and Conditions,Autoimmune Disease,1,4,4
Cancer Research UK,Climate-Related Exposures and Conditions,Biotechnology,2,2,1
